VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err
0.1250000000000002,-2.375e-06,3.075e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,7.000000000000001e-07,5.45e-06,3.535533905932737e-08,3.535533905932737e-08,0.128440366972477,0.0065405088770042
0.1300000000000002,-2.3000000000000004e-06,2.95e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,6.499999999999997e-07,5.2500000000000006e-06,3.535533905932737e-08,3.535533905932737e-08,0.1238095238095237,0.0067857687489408
0.1350000000000003,-2.275e-06,2.825e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,5.500000000000002e-07,5.1e-06,3.535533905932737e-08,3.535533905932737e-08,0.107843137254902,0.0069726154020313
0.1400000000000003,-2.2250000000000003e-06,2.75e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,5.249999999999996e-07,4.975000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,0.1055276381909546,0.0071460611080492
0.1450000000000003,-2.1750000000000004e-06,2.675e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,4.999999999999994e-07,4.85e-06,3.535533905932737e-08,3.535533905932737e-08,0.1030927835051545,0.0073283964781928
0.1500000000000003,-2.1e-06,2.55e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,4.5000000000000046e-07,4.65e-06,3.535533905932737e-08,3.535533905932737e-08,0.0967741935483871,0.0076388191278339
0.1550000000000003,-2.0500000000000003e-06,2.475e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,4.249999999999997e-07,4.525e-06,3.535533905932737e-08,3.535533905932737e-08,0.0939226519337016,0.0078477214567213
0.1600000000000003,-2e-06,2.375e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.750000000000002e-07,4.375e-06,3.535533905932737e-08,3.535533905932737e-08,0.0857142857142857,0.008110852145877
0.1650000000000003,-1.9500000000000004e-06,2.275e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.249999999999995e-07,4.225e-06,3.535533905932737e-08,3.535533905932737e-08,0.0769230769230767,0.0083928488459653
0.1700000000000003,-1.875e-06,2.1750000000000004e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.000000000000003e-07,4.05e-06,3.535533905932737e-08,3.535533905932737e-08,0.0740740740740741,0.0087536304156729
0.1750000000000003,-1.825e-06,2.125e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.999999999999999e-07,3.95e-06,3.535533905932737e-08,3.535533905932737e-08,0.0759493670886075,0.0089764968725712
0.1800000000000003,-1.7750000000000002e-06,2.025e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.5e-07,3.8e-06,3.535533905932737e-08,3.535533905932737e-08,0.0657894736842105,0.0093241499748466
0.1850000000000003,-1.725e-06,1.975e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.5000000000000015e-07,3.7e-06,3.535533905932737e-08,3.535533905932737e-08,0.0675675675675676,0.0095772844238088
0.1900000000000003,-1.675e-06,1.875e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2e-07,3.55e-06,3.535533905932737e-08,3.535533905932737e-08,0.056338028169014,0.0099750431158695
0.1950000000000003,-1.625e-06,1.85e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.2500000000000018e-07,3.475e-06,3.535533905932737e-08,3.535533905932737e-08,0.0647482014388489,0.0101955027812173
0.2,-1.5750000000000002e-06,1.7750000000000002e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2e-07,3.35e-06,3.535533905932737e-08,3.535533905932737e-08,0.0597014925373134,0.0105726241702689
