field,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
0.015,3.027394865443588e-06,-3.0300218265336502e-06,0.0001169096727947,7.485222254972463e-05,3.0278875766886336e-06,-3.029377081798936e-06,7.034234234302171e-10,8.81916926973842e-10,19,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-1.4895051103021652e-09,1.12808775310845e-09,6.057264658487569e-06,1.12808775310845e-09,-0.0002459039177386,0.0001862371632771,diode-lowfield_-4.0V/data.csv
0.02,3.0090859213832843e-06,-3.0207550634088205e-06,0.0001162953723828,7.419326837764282e-05,3.009068168242736e-06,-3.0211426897195595e-06,1.2103930648824811e-09,1.0612922510214207e-09,19,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-1.2074521476823293e-08,1.6097802997905396e-09,6.030210857962296e-06,1.6097802997905396e-09,-0.0020023381870436,0.0002669531074116,diode-lowfield_-4.0V/data.csv
0.025,2.9861509151718573e-06,-3.0031067724847647e-06,0.0001140354237626,7.14878859865103e-05,2.984170813684977e-06,-3.00290362526648e-06,1.26814491768703e-09,9.844468039235475e-10,19,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-1.8732811581502983e-08,1.6054055693221983e-09,5.9870744389514565e-06,1.6054055693221983e-09,-0.003128875675844,0.0002681465620685,diode-lowfield_-4.0V/data.csv
0.03,2.9530822531543265e-06,-2.977783078187667e-06,0.0001146343302344,7.272667014755673e-05,2.9530512747944472e-06,-2.977312189892563e-06,1.0964848113933883e-09,8.39354403393856e-10,19,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-2.426091509811576e-08,1.3808673926605156e-09,5.93036346468701e-06,1.3808673926605156e-09,-0.0040909659656747,0.0002328489570554,diode-lowfield_-4.0V/data.csv
0.035,2.915608184545044e-06,-2.940622935729972e-06,0.0001129101115463,7.061405389499646e-05,2.915652069654978e-06,-2.9403842209704225e-06,1.1305242341270547e-09,1.047151068117447e-09,21,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-2.4732151315444603e-08,1.5409770937324387e-09,5.8560362906254005e-06,1.5409770937324387e-09,-0.0042233603222433,0.000263145711574,diode-lowfield_-4.0V/data.csv
0.04,2.8729211918946662e-06,-2.892719683867555e-06,0.0001149275710426,7.204467377764359e-05,2.875127781351592e-06,-2.891747400994363e-06,1.918776660571481e-09,1.911504999611698e-09,21,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-1.661961964277105e-08,2.708423016571518e-09,5.766875182345955e-06,2.708423016571518e-09,-0.0028819107605533,0.0004696536994802,diode-lowfield_-4.0V/data.csv
0.045,2.829110513521724e-06,-2.8356911260387484e-06,0.0001151088207449,7.274930920959637e-05,2.8282508622062724e-06,-2.8345167049262303e-06,1.8187906607238998e-09,1.4260631712972864e-09,19,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,-6.2658427199579086e-09,2.311202205793979e-09,5.662767567132503e-06,2.311202205793979e-09,-0.0011064983059389,0.0004081402941655,diode-lowfield_-4.0V/data.csv
0.05,2.7799900874295658e-06,-2.765917903624719e-06,0.0001151273657185,7.334717872744361e-05,2.7788416059208748e-06,-2.7653387797634915e-06,2.2371057712749243e-09,8.132036366739553e-10,19,19,-4.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-251.hdf5,1.3502826157383213e-08,2.380324008737323e-09,5.544180385684366e-06,2.380324008737323e-09,0.0024354954597525,0.0004293386763683,diode-lowfield_-4.0V/data.csv
-0.05,3.390941575156441e-06,-3.418622271872338e-06,0.0001027281870414,5.913832234692497e-05,3.390839624529941e-06,-3.41773760247886e-06,9.98995973738752e-10,1.834899537423791e-09,21,17,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-2.6897977948919023e-08,2.0892221681727104e-09,6.808577227008801e-06,2.0892221681727104e-09,-0.0039506018735042,0.0003068538994216,diode-lowfield_-2.75V/data.csv
-0.045,3.475659345123285e-06,-3.476196810711451e-06,0.0001074984293464,6.487824266862076e-05,3.4777984915248463e-06,-3.475661986042669e-06,1.6225686800954563e-09,1.632377738455718e-09,21,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.136505482177441e-09,2.3016051361240303e-09,6.953460477567516e-06,2.3016051361240303e-09,0.0003072578738413,0.000331001413209,diode-lowfield_-2.75V/data.csv
-0.04,3.545138554418724e-06,-3.530413745888976e-06,0.0001118009834542,6.799627717174709e-05,3.5444352648555697e-06,-3.530421217426697e-06,1.5316604608098947e-09,1.6668924372514343e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.4014047428872709e-08,2.2637389788962874e-09,7.074856482282266e-06,2.2637389788962874e-09,0.0019808242702828,0.0003199702249278,diode-lowfield_-2.75V/data.csv
-0.035,3.600281228501211e-06,-3.580314860151632e-06,0.0001143345115358,7.018577117431257e-05,3.6007184288833614e-06,-3.5798124007533605e-06,2.171144464088396e-09,1.4986510543714886e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.090602813000085e-08,2.6381476961516887e-09,7.180530829636722e-06,2.6381476961516887e-09,0.0029114878309154,0.0003674044357157,diode-lowfield_-2.75V/data.csv
-0.03,3.6455281042623273e-06,-3.622200980693063e-06,0.0001137499628195,6.961738803573489e-05,3.6456471825706128e-06,-3.6214974162036033e-06,2.001702848473753e-09,1.6047673579118783e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.414976636700944e-08,2.565558918950685e-09,7.267144598774216e-06,2.565558918950685e-09,0.0033231437793439,0.0003530372968556,diode-lowfield_-2.75V/data.csv
-0.025,3.680732456466615e-06,-3.6558268038801936e-06,0.0001157438452717,7.100458153804585e-05,3.679568774742351e-06,-3.656013770731169e-06,1.9727005294276743e-09,1.362580068051582e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.3555004011182016e-08,2.397534529606546e-09,7.33558254547352e-06,2.397534529606546e-09,0.0032110611345675,0.0003268379675503,diode-lowfield_-2.75V/data.csv
-0.02,3.706963565878821e-06,-3.685865844009923e-06,0.0001191963046097,7.426644941672994e-05,3.705892819141056e-06,-3.6859884561727934e-06,1.820883941958913e-09,1.292456512393017e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.990436296826237e-08,2.2329492082246188e-09,7.391881275313849e-06,2.2329492082246188e-09,0.0026927330441217,0.0003020824091173,diode-lowfield_-2.75V/data.csv
-0.015,3.7228473263816016e-06,-3.7108959703844927e-06,0.0001186881456257,7.34953747117334e-05,3.723796239187208e-06,-3.7085886110719294e-06,1.6721751035040111e-09,1.794399322659171e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.5207628115278656e-08,2.452761404201057e-09,7.432384850259138e-06,2.452761404201057e-09,0.0020461303365834,0.0003300107015497,diode-lowfield_-2.75V/data.csv
-0.01,3.735152304051988e-06,-3.7217532054328415e-06,0.0001185763280453,7.321292694380694e-05,3.7328832599188976e-06,-3.722153625149976e-06,1.94043394133513e-09,1.7208868409751e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.0729634768921569e-08,2.593595072505854e-09,7.455036885068874e-06,2.593595072505854e-09,0.0014392463691777,0.0003478987158231,diode-lowfield_-2.75V/data.csv
-0.005,3.736059962134492e-06,-3.731045365546583e-06,0.0001104131668891,6.5516953185585e-05,3.737211921972356e-06,-3.7301914334251098e-06,2.522931838059994e-09,2.2960944539798884e-09,21,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,7.0204885472462715e-09,3.4113391506993234e-09,7.467403355397466e-06,3.4113391506993234e-09,0.0009401512430919,0.0004568309084104,diode-lowfield_-2.75V/data.csv
0.0,3.7363094220719065e-06,-3.732177207840016e-06,0.000110576884561,6.386426598675954e-05,3.736107521172093e-06,-3.734067594087752e-06,3.4935626988696963e-09,1.644167102310968e-09,21,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.039927084341013e-09,3.861122348651408e-09,7.470175115259846e-06,3.861122348651408e-09,0.0002730762067644,0.0005168717510687,diode-lowfield_-2.75V/data.csv
0.005,3.73613537407422e-06,-3.7310193709417817e-06,0.0001141706133875,6.950217967020983e-05,3.736743434649288e-06,-3.732683328778759e-06,1.8066202839202566e-09,1.900533824616361e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,4.060105870528908e-09,2.6221948189985812e-09,7.469426763428047e-06,2.6221948189985812e-09,0.0005435632477726,0.0003510570877025,diode-lowfield_-2.75V/data.csv
0.01,3.727078518447253e-06,-3.7261598317925294e-06,0.0001167838106855,7.057314045854611e-05,3.7265258356616594e-06,-3.7252556998979854e-06,1.7551372365270062e-09,1.8154260264808119e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.2701357636739707e-09,2.525129378203732e-09,7.451781535559645e-06,2.525129378203732e-09,0.0001704472625254,0.0003388625126534,diode-lowfield_-2.75V/data.csv
0.015,3.711070384485037e-06,-3.715887259210395e-06,0.0001189481410218,7.299268304807534e-05,3.712806849399519e-06,-3.716265627981312e-06,1.985892611939486e-09,2.058439325537095e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-3.458778581792858e-09,2.860234592314666e-09,7.429072477380832e-06,2.860234592314666e-09,-0.0004655734066835,0.0003850056532647,diode-lowfield_-2.75V/data.csv
0.02,3.690874947381978e-06,-3.697153078444119e-06,0.0001181260442855,7.217665871832893e-05,3.690224353801452e-06,-3.6983911862372654e-06,1.1219642876881822e-09,1.8239802676793542e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-8.166832435813429e-09,2.1414265991930004e-09,7.388615540038717e-06,2.1414265991930004e-09,-0.0011053264839072,0.0002898280328335,diode-lowfield_-2.75V/data.csv
0.025,3.660723984033891e-06,-3.670701641283108e-06,0.0001162212557932,7.006444003482325e-05,3.659779655793641e-06,-3.6712097601313184e-06,1.6704768515826881e-09,1.683992955564132e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-1.1430104337677252e-08,2.3719876024261235e-09,7.330989415924959e-06,2.3719876024261235e-09,-0.0015591489346373,0.0003235566648558,diode-lowfield_-2.75V/data.csv
0.03,3.62099446596718e-06,-3.635409007647557e-06,0.0001189343402817,7.234687699927529e-05,3.6217749047335888e-06,-3.63479559195344e-06,2.511608264508581e-09,1.924885084263116e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-1.3020687219851105e-08,3.164389145153678e-09,7.256570496687029e-06,3.164389145153678e-09,-0.0017943307001283,0.0004360729687203,diode-lowfield_-2.75V/data.csv
0.035,3.58036275182958e-06,-3.5901900103584274e-06,0.0001185021279253,7.239833252628183e-05,3.5793426775500063e-06,-3.588752997402547e-06,1.8093940599334047e-09,1.1164689884251439e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-9.410319852540485e-09,2.126125552792533e-09,7.168095674952553e-06,2.126125552792533e-09,-0.0013128061174494,0.0002966097944768,diode-lowfield_-2.75V/data.csv
0.04,3.530254143188528e-06,-3.5300067022243884e-06,0.0001168574607606,7.168635002031388e-05,3.5290525585992422e-06,-3.5307613679927987e-06,2.331845238852584e-09,2.244634732530566e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-1.7088093935564955e-09,3.236647540348196e-09,7.059813926592041e-06,3.236647540348196e-09,-0.0002420473699908,0.0004584607567303,diode-lowfield_-2.75V/data.csv
0.045,3.4748956533419385e-06,-3.460420719273795e-06,0.0001183574499564,7.333621825676812e-05,3.4744707100996803e-06,-3.4602241569042435e-06,1.756263861012749e-09,1.145497098208617e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.424655319543676e-08,2.0968133802281427e-09,6.934694867003924e-06,2.0968133802281427e-09,0.0020543878957419,0.0003023662677662,diode-lowfield_-2.75V/data.csv
0.05,3.415324395064194e-06,-3.371324418430561e-06,0.0001177798142449,7.273011421315047e-05,3.414684953203373e-06,-3.3709818203942952e-06,1.5317382992092e-09,1.2488932164242892e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,4.3703132809077864e-08,1.976349281704754e-09,6.785666773597668e-06,1.976349281704754e-09,0.0064405067721748,0.0002912595529417,diode-lowfield_-2.75V/data.csv
-0.05,1.0662520891689638e-06,-1.0670563154169195e-06,9.634688764183586e-05,6.888875300444894e-05,1.0656414057303296e-06,-1.0660863464734282e-06,8.70865078084614e-10,8.005981300482166e-10,23,17,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,-4.449407430986122e-10,1.1829468923261187e-09,2.1317277522037577e-06,1.1829468923261187e-09,-0.0002087230616755,0.0005549240126329,diode-lowfield_-5.25V/data.csv
-0.045,1.0894769318658383e-06,-1.0874779490348443e-06,0.0001012682950667,7.624949914756e-05,1.0893794112665245e-06,-1.0854501056472528e-06,1.1203738478695071e-09,1.649310579816616e-09,23,17,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,3.929305619271693e-09,1.9938563006608446e-09,2.1748295169137773e-06,1.9938563006608446e-09,0.0018067189123162,0.0009167888974091,diode-lowfield_-5.25V/data.csv
-0.04,1.1117324610750384e-06,-1.1031419490889769e-06,0.000103583328238,7.960342804537797e-05,1.1111491236948635e-06,-1.1028301577453584e-06,8.340481405496111e-10,5.662623385361489e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,8.318965949505156e-09,1.008111768009228e-09,2.2139792814402217e-06,1.008111768009228e-09,0.0037574723572361,0.0004553425106539,diode-lowfield_-5.25V/data.csv
-0.035,1.1262740585548765e-06,-1.1173254688863022e-06,0.00010388832798,8.206678276130035e-05,1.1265770096342249e-06,-1.1166333722018473e-06,5.896231859200754e-10,9.630711238963639e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,9.943637432377611e-09,1.1292304862416463e-09,2.243210381836072e-06,1.1292304862416463e-09,0.0044327707792787,0.0005034042235689,diode-lowfield_-5.25V/data.csv
-0.03,1.1386919629599925e-06,-1.1279223423989383e-06,0.0001106379182055,8.818727504807464e-05,1.138585829858687e-06,-1.1267488041699512e-06,1.033107042189004e-09,6.809358055832424e-10,23,21,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.1837025688735817e-08,1.2373292738579379e-09,2.2653346340286384e-06,1.2373292738579379e-09,0.0052252879159336,0.0005462090001841,diode-lowfield_-5.25V/data.csv
-0.025,1.1500885750482402e-06,-1.1380919059294536e-06,0.0001131846713298,9.179749523541855e-05,1.1502124134735232e-06,-1.1377504934575e-06,5.46802860845269e-10,6.348533997913951e-10,21,21,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2461920016023134e-08,8.378736228425283e-10,2.2879629069310237e-06,8.378736228425283e-10,0.0054467316660911,0.0003662148755832,diode-lowfield_-5.25V/data.csv
-0.02,1.158000828874147e-06,-1.1460017138289715e-06,0.0001074031576571,8.741994033657823e-05,1.1589195731667566e-06,-1.145823466990925e-06,8.271567918101724e-10,8.54135450022932e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3096106175831534e-08,1.189006192256194e-09,2.304743040157681e-06,1.189006192256194e-09,0.0056822413378176,0.0005159036676195,diode-lowfield_-5.25V/data.csv
-0.015,1.1668696748052436e-06,-1.1556907923797552e-06,0.0001096115026389,8.759936688206738e-05,1.1668787346389402e-06,-1.1548649831716e-06,4.888294031962334e-10,4.69023305758299e-10,23,21,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2013751467340121e-08,6.774489255830499e-10,2.3217437178105405e-06,6.774489255830499e-10,0.0051744520186187,0.0002917884474747,diode-lowfield_-5.25V/data.csv
-0.01,1.1691639128064983e-06,-1.1583353711165683e-06,0.0001057516216383,8.338727105897365e-05,1.1693819782406427e-06,-1.1575638855407927e-06,9.53415210022445e-10,8.647143326872147e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.1818092699849984e-08,1.287140800323274e-09,2.3269458637814355e-06,1.287140800323274e-09,0.0050788000201452,0.0005531531354641,diode-lowfield_-5.25V/data.csv
-0.005,1.169154851623264e-06,-1.155828006633013e-06,0.0001044321077681,8.3070946138362e-05,1.1689487034420154e-06,-1.1557715344035446e-06,4.451751710339024e-10,4.4908154621534175e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3177169038470773e-08,6.323410219622212e-10,2.32472023784556e-06,6.323410219622212e-10,0.0056682816383457,0.0002720117328357,diode-lowfield_-5.25V/data.csv
0.0,1.1710025076782923e-06,-1.1582542617879047e-06,0.0001037416713909,8.26793225154361e-05,1.1708925310085728e-06,-1.1577467551609691e-06,8.091034627756603e-10,4.0694598392398576e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3145775847603697e-08,9.056784458666471e-10,2.3286392861695417e-06,9.056784458666471e-10,0.0056452607003928,0.0003889365272885,diode-lowfield_-5.25V/data.csv
0.005,1.1704942870194944e-06,-1.1574508050082074e-06,9.821837036479512e-05,7.649499317783913e-05,1.1703950335401772e-06,-1.156828745176807e-06,5.427978632949704e-10,6.729698780174501e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3566288363370216e-08,8.64591219661874e-10,2.327223778716984e-06,8.64591219661874e-10,0.0058293871382018,0.0003715181658108,diode-lowfield_-5.25V/data.csv
0.01,1.1713059967550831e-06,-1.1582928644935787e-06,0.0001028035921954,8.31155706237809e-05,1.17109401972191e-06,-1.158260759030563e-06,5.656431325579954e-10,6.87931090448207e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2833260691347084e-08,8.906185146375978e-10,2.329354778752473e-06,8.906185146375978e-10,0.0055093628537857,0.0003823513872451,diode-lowfield_-5.25V/data.csv
0.015,1.1693810509286031e-06,-1.15813186695251e-06,0.0001008434849187,8.085725888551222e-05,1.1693842070918363e-06,-1.1573352225504736e-06,7.778865850742411e-10,6.822235342349642e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2048984541362764e-08,1.034667332963842e-09,2.32671942964231e-06,1.034667332963842e-09,0.0051785292149363,0.0004446953049479,diode-lowfield_-5.25V/data.csv
0.02,1.1659086388104277e-06,-1.1536298412468788e-06,0.0001046141894006,8.397504634435904e-05,1.1655290143054031e-06,-1.153373742726068e-06,4.526613309189351e-10,4.965924054000754e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2155271579335089e-08,6.719421832347888e-10,2.318902757031471e-06,6.719421832347888e-10,0.0052418203145765,0.0002897712776027,diode-lowfield_-5.25V/data.csv
0.025,1.1576606737720016e-06,-1.1455742441881995e-06,0.0001058500339902,8.38534443665222e-05,1.1574417489753482e-06,-1.1452662404515615e-06,7.91824884496856e-10,4.206094237046364e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2175508523786705e-08,8.966041127596983e-10,2.3027079894269098e-06,8.966041127596983e-10,0.0052874739566161,0.0003893748795506,diode-lowfield_-5.25V/data.csv
0.03,1.1496782813561264e-06,-1.137928067217185e-06,0.0001042977327335,8.266635310480714e-05,1.1497156939263e-06,-1.1372994906993696e-06,5.30420219410014e-10,6.476391958605235e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2416203226930389e-08,8.371273124046502e-10,2.2870151846256697e-06,8.371273124046502e-10,0.005428999033499,0.0003660402671129,diode-lowfield_-5.25V/data.csv
0.035,1.1377446325400325e-06,-1.1251717473935209e-06,0.000101567092204,7.948085719869335e-05,1.1377538829186665e-06,-1.124078368526008e-06,3.8017588290183125e-10,6.16640489433524e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3675514392658514e-08,7.244164514621426e-10,2.2618322514446744e-06,7.244164514621426e-10,0.0060462107143108,0.0003202844472674,diode-lowfield_-5.25V/data.csv
0.04,1.1237503691895982e-06,-1.1079168156094526e-06,9.950171699259057e-05,7.700796801890848e-05,1.123836647456942e-06,-1.108575631820244e-06,3.5138643226820517e-10,4.7368531462507e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.526101563669817e-08,5.89788268850466e-10,2.2324122792771858e-06,5.89788268850466e-10,0.006836109879148,0.0002641994291442,diode-lowfield_-5.25V/data.csv
0.045,1.1082354517575278e-06,-1.0900486858606645e-06,0.0001017653295806,7.884343881892529e-05,1.10775120083113e-06,-1.089845553519815e-06,3.542265685935731e-10,6.661102054058071e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.7905647311315014e-08,7.544397044451888e-10,2.197596754350945e-06,7.544397044451888e-10,0.0081478311595902,0.0003433135515365,diode-lowfield_-5.25V/data.csv
0.05,1.0902211429609352e-06,-1.0677269718876057e-06,0.0001012909270622,7.765171100511663e-05,1.090150473913792e-06,-1.068211328916628e-06,3.2774683397047384e-10,7.538134641980187e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,2.19391449971641e-08,8.219809766557173e-10,2.15836180283042e-06,8.219809766557173e-10,0.0101647207471859,0.0003808552572855,diode-lowfield_-5.25V/data.csv
-0.05,3.438957734689685e-06,-3.559770261731462e-06,0.0001002559818064,5.117863980699924e-05,3.437846156455241e-06,-3.5575780143903383e-06,2.2081394085369154e-09,3.263303608156525e-09,21,19,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-1.1973185793509741e-07,3.940181478884082e-09,6.99542417084558e-06,3.940181478884082e-09,-0.0171157395192841,0.0005633337558357,diode-lowfield_-1.5V/data.csv
-0.045,3.5245885716375022e-06,-3.612795321280476e-06,0.0001049994604471,5.64033821852335e-05,3.5211936770524907e-06,-3.61304371935676e-06,2.0523275110678e-09,2.7093120052725463e-09,19,19,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-9.185004230426924e-08,3.39888507522683e-09,7.134237396409251e-06,3.39888507522683e-09,-0.0128745424634311,0.0004764583183618,diode-lowfield_-1.5V/data.csv
-0.04,3.590119461010824e-06,-3.663358378490399e-06,0.0001085537856225,5.93393408849501e-05,3.593387140104239e-06,-3.66530690112784e-06,2.7709862018727396e-09,2.815329030120548e-09,19,19,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-7.191976102360099e-08,3.950245825111219e-09,7.258694041232079e-06,3.950245825111219e-09,-0.0099080854786095,0.0005442356016166,diode-lowfield_-1.5V/data.csv
-0.035,3.656971919619342e-06,-3.710871571159591e-06,0.0001138457571812,6.372046978931348e-05,3.653155810778553e-06,-3.70815202489536e-06,2.1133283412034736e-09,2.6666968035212795e-09,17,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-5.499621411680704e-08,3.4025620522841953e-09,7.361307835673913e-06,3.4025620522841953e-09,-0.0074709841436446,0.0004622353914473,diode-lowfield_-1.5V/data.csv
-0.03,3.7008090208071312e-06,-3.751257339735612e-06,0.0001143376110382,6.446099274420573e-05,3.7039214549066335e-06,-3.7479033082659458e-06,2.299150085116432e-09,3.040194718105964e-09,17,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-4.398185335931228e-08,3.811676145462821e-09,7.451824763172579e-06,3.811676145462821e-09,-0.0059021588345278,0.0005115180048925,diode-lowfield_-1.5V/data.csv
-0.025,3.741571176932404e-06,-3.781607012315224e-06,0.0001241570898381,7.324633872513756e-05,3.743667993212168e-06,-3.779721862060123e-06,2.1814985657786012e-09,3.332117861916181e-09,15,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-3.605386884795527e-08,3.9827057935773955e-09,7.523389855272291e-06,3.9827057935773955e-09,-0.0047922372150752,0.0005293825791858,diode-lowfield_-1.5V/data.csv
-0.02,3.77196705480652e-06,-3.811601428332711e-06,0.0001267283851887,7.605321830964728e-05,3.7741106142481503e-06,-3.8035088945990937e-06,2.3944654125380022e-09,3.446620739260914e-09,15,23,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-2.9398280350943322e-08,4.196743872592684e-09,7.577619508847244e-06,4.196743872592684e-09,-0.0038796194921926,0.0005538382405066,diode-lowfield_-1.5V/data.csv
