VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err,ic+ smoothed,ic- smoothed,delta smoothed,eta smoothed
-0.0719999999999999,-4.54e-06,3.7e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.399999999999996e-07,8.239999999999999e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1019417475728154,0.0034503468645141,3.6919276018099776e-06,-4.540199095022651e-06,-8.482714932126748e-07,-0.10303557166919715
-0.0699999999999999,-4.54e-06,3.72e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.199999999999998e-07,8.259999999999999e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.099273607748184,0.0034410779428452,3.708108597285091e-06,-4.546950226244372e-06,-8.388416289592811e-07,-0.10160774420294298
-0.0679999999999999,-4.56e-06,3.74e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.200000000000002e-07,8.3e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0987951807228915,0.0034243337593277,3.726334841628982e-06,-4.552886877828082e-06,-8.265520361991001e-07,-0.09981953617806824
-0.0659999999999998,-4.56e-06,3.74e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.200000000000002e-07,8.3e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0987951807228915,0.0034243337593277,3.7450135746606565e-06,-4.5619728506787615e-06,-8.169592760181045e-07,-0.09832647963215241
-0.0639999999999998,-4.58e-06,3.76e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.200000000000002e-07,8.34e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0983213429256595,0.0034077524794025,3.7639638009050003e-06,-4.568886877828082e-06,-8.049230769230817e-07,-0.09658486484925753
-0.0619999999999998,-4.58e-06,3.76e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.200000000000002e-07,8.34e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0983213429256595,0.0034077524794025,3.780180995475136e-06,-4.575257918552065e-06,-7.950769230769278e-07,-0.09514154583526532
-0.0599999999999998,-4.56e-06,3.800000000000001e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-7.599999999999995e-07,8.360000000000001e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0909090909090908,0.0033972377885631,3.8028416289592996e-06,-4.58141176470591e-06,-7.785701357466109e-07,-0.09285180959053457
-0.0579999999999998,-4.56e-06,3.820000000000001e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-7.399999999999997e-07,8.380000000000001e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0883054892601431,0.0033883455230848,3.8248144796380325e-06,-4.589212669683286e-06,-7.643981900452533e-07,-0.09086000376983276
-0.0559999999999998,-4.62e-06,3.86e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-7.599999999999995e-07,8.48e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0896226415094339,0.003348777921356,3.84850678733034e-06,-4.595294117647087e-06,-7.467873303167465e-07,-0.0884571066648143
-0.0539999999999998,-4.62e-06,3.88e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-7.399999999999997e-07,8.5e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.0870588235294117,0.0033401477103103,3.874914027149345e-06,-4.5977013574660915e-06,-7.227873303167464e-07,-0.08532444396245098
