Vg increasing,repeat,gate 21 - Source voltage,ic+,ic-,datapath
0.0,1.0,-1.4999999999999591,4.045154946425292e-06,-4.045126558736565e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.3999999999999595,4.044916425514573e-06,-4.027839851967244e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.2999999999999599,4.028166278281791e-06,-4.025759845152125e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.1999999999999602,4.064666040348173e-06,-4.065058134822797e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.0999999999999606,4.104845059660342e-06,-4.104901363256522e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.9999999999999609,4.106367763639235e-06,-4.105819481551139e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.8999999999999613,4.10542823953325e-06,-4.104922644610454e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.7999999999999616,4.10175504003114e-06,-4.085311093482551e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.699999999999962,4.085323888743988e-06,-4.085089649275954e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.5999999999999623,4.124717929841863e-06,-4.124697559116517e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.4999999999999627,4.1052380441845545e-06,-4.105315097089056e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.39999999999996305,4.125129827811576e-06,-4.125037335316107e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.2999999999999634,4.144986004738765e-06,-4.125855331567629e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.19999999999996376,4.1448045842565606e-06,-4.144909406031929e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-0.09999999999996412,4.1448935080101175e-06,-4.125414802783386e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,3.552713678800501e-14,4.144774235218449e-06,-4.126240162916986e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.10000000000003517,4.125144257615119e-06,-4.124745634254099e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.20000000000003482,4.107466143520176e-06,-4.105007652675431e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.30000000000003446,4.1048664463363965e-06,-4.085172009652644e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.4000000000000341,4.085296451820481e-06,-4.085141619278797e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.5000000000000338,4.065638385766622e-06,-4.0649164693371904e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.6000000000000334,4.06530621653028e-06,-4.053942271331578e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.700000000000033,4.06497692605724e-06,-4.064893762803686e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.8000000000000327,4.0663986050532534e-06,-4.064998845736625e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,0.9000000000000323,4.0648123927785136e-06,-4.045616520286023e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.000000000000032,4.045124456822846e-06,-4.025203233240611e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.1000000000000316,4.025456595239763e-06,-4.024899264409124e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.2000000000000313,4.02542472913499e-06,-4.0253958011587305e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.300000000000031,4.025697367239126e-06,-4.024889112092168e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.4000000000000306,4.005771951772794e-06,-4.004954160572489e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,1.5000000000000302,4.005270174650861e-06,-4.005122950780677e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
