VectorMagnet - Field Z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.005,-3.8530344313042376e-06,3.851861289109496e-06,-2.9570408935517176e-05,2.072487945993592e-05,-3.851232835645021e-06,3.847206915907149e-06,4.04915711502135e-09,7.782148522263294e-09,29,35,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,-4.025919737871559e-09,8.772542901843956e-09,7.69843975155217e-06,8.772542901843956e-09,-0.0005229526849333137,0.0011395223427747825
0.01,-3.845359744630954e-06,3.847931897534114e-06,-3.126060158149578e-05,1.8698859102960567e-05,-3.844071728249822e-06,3.842539680941059e-06,3.302721504626137e-09,7.860120301887756e-09,29,35,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,-1.5320473087636281e-09,8.525811427498734e-09,7.686611409190882e-06,8.525811427498734e-09,-0.00019931374531718347,0.0011091768717035025
0.015,-3.8305012845193845e-06,3.833254071510015e-06,-2.821999646775952e-05,2.2479550139645752e-05,-3.828178794851383e-06,3.829087420665753e-06,3.206924045514504e-09,7.417005494091697e-09,29,33,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,9.086258143693596e-10,8.080614601197456e-09,7.657266215517136e-06,8.080614601197456e-09,0.00011866190736950829,0.0010552871521839697
0.02,-3.808241649437652e-06,3.814674862637717e-06,-2.715622880164296e-05,2.3477498054559643e-05,-3.8057512201560736e-06,3.8108405900338623e-06,4.183619379392821e-09,6.258313070303853e-09,31,33,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,5.089369877788755e-09,7.527891710005345e-09,7.616591810189936e-06,7.527891710005345e-09,0.0006681951724103015,0.0009883545788128565
0.025,-3.778845561733701e-06,3.7881939513178023e-06,-2.6453553364883977e-05,2.373444937221731e-05,-3.7764142581611855e-06,3.781306022826536e-06,4.561589999539193e-09,7.999855718144401e-09,31,33,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,4.891764665350659e-09,9.209006180637715e-09,7.557720280987722e-06,9.209006180637715e-09,0.0006472539976977492,0.0012184902017085622
0.03,-3.737980381218169e-06,3.7531950847271904e-06,-2.469760762671969e-05,2.568098486911444e-05,-3.738451654382947e-06,3.750697654311039e-06,4.070174122343952e-09,6.3819233048609674e-09,31,33,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,1.2245999928092054e-08,7.569363411498083e-09,7.4891493086939865e-06,7.569363411498083e-09,0.0016351656808171718,0.001010712060722372
0.035,-3.690435025903992e-06,3.71265350674631e-06,-2.507603292447697e-05,2.5039758366482403e-05,-3.689465008212529e-06,3.7074347617346864e-06,4.038657785025494e-09,6.845348300478127e-09,31,33,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,1.7969753522157218e-08,7.947927406525918e-09,7.3968997699472155e-06,7.947927406525918e-09,0.0024293628521460213,0.001074497574286096
0.04,-3.6309864735865784e-06,3.665623331492168e-06,-2.6734022969630577e-05,2.2586430497113225e-05,-3.631242204086928e-06,3.6589759166529874e-06,2.5056312060121742e-09,9.12160393068924e-09,29,35,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,2.7733712566059482e-08,9.459484447310403e-09,7.290218120739915e-06,9.459484447310403e-09,0.0038042363214291137,0.001297567883461933
0.045,-3.560810436599828e-06,3.613119777740385e-06,-2.8970916328175703e-05,2.004280942102815e-05,-3.5610276120447963e-06,3.60532527187357e-06,3.286797828673981e-09,8.321979080219021e-09,29,35,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,4.4297659828773694e-08,8.94753462011626e-09,7.166352883918366e-06,8.94753462011626e-09,0.006181339454854328,0.001248571721404809
0.05,-3.479067212163754e-06,3.5551351116533145e-06,-2.8876066952062356e-05,1.9959807990032516e-05,-3.476871261129329e-06,3.546513711517356e-06,3.312184114311517e-09,8.150896080736735e-09,29,35,-2.0,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-025.hdf5,6.964245038802683e-08,8.798162906315558e-09,7.023384972646686e-06,8.798162906315558e-09,0.009915795682460338,0.0012527571051358557
