VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err
-0.1749999999999998,-2.6500000000000005e-06,2.25e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.000000000000004e-07,4.9000000000000005e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0816326530612245,0.0072393766329732
-0.1699999999999998,-2.75e-06,2.3000000000000004e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.499999999999995e-07,5.050000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.089108910891089,0.0070287978708924
-0.1649999999999998,-2.8000000000000003e-06,2.35e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.5000000000000046e-07,5.15e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0873786407766991,0.0068912722128133
-0.1599999999999998,-2.9250000000000004e-06,2.35e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-5.750000000000004e-07,5.275e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1090047393364929,0.0067421356302884
-0.1549999999999998,-3.0250000000000003e-06,2.4500000000000003e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-5.75e-07,5.475000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1050228310502282,0.0064931114932501
-0.1499999999999998,-3.125e-06,2.5250000000000004e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-5.999999999999998e-07,5.65e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1061946902654866,0.0062927675670263
-0.1449999999999998,-3.2000000000000003e-06,2.5750000000000003e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-6.249999999999999e-07,5.775000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1082251082251082,0.0061578855549601
-0.1399999999999998,-3.35e-06,2.6500000000000005e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-6.999999999999997e-07,6e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1166666666666666,0.0059325230928259
-0.1349999999999998,-3.45e-06,2.7e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-7.5e-07,6.15e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1219512195121951,0.0057914264788856
-0.1299999999999997,-3.6000000000000003e-06,2.7750000000000005e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-8.249999999999997e-07,6.375000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.1294117647058822,0.0055921827264597
